Date,Time,NO2,PM10,PM25,C_NO2,C_PM10,C_PM25
01.05.2022,01:00,2.843,9.065,6.1,3.3951232,11.869507,10.046823
01.05.2022,02:00,3.283,10.976,7.822,3.2733786,11.040118,10.448124
01.05.2022,03:00,1.739,11.431,7.944,3.0869966,10.262326,9.754615
01.05.2022,04:00,1.523,10.464,7.364,3.3523974,10.821329,10.275774
01.05.2022,05:00,1.957,10.456,7.533,4.5311036,12.07233,10.323227
01.05.2022,06:00,3.5,12.476,8.394,5.410542,12.35717,11.699312
01.05.2022,07:00,,16.358,9.572,5.517165,13.614282,11.049968
01.05.2022,08:00,5.004,15.662,9.703,5.0138173,14.379512,11.591051
01.05.2022,09:00,6.984,17.663,10.435,4.1127067,15.803096,14.721346
01.05.2022,10:00,3.193,20.612,11.195,3.5731204,16.025877,16.564589
01.05.2022,11:00,0.977,17.868,10.352,3.2987444,15.359563,15.308053
01.05.2022,12:00,0.124,18.636,10.846,3.4272673,11.458691,13.110035
01.05.2022,13:00,0.245,26.475,11.929,3.3736863,11.802177,12.861179
01.05.2022,14:00,0.48,22.861,10.442,3.8695953,12.0407715,13.42993
01.05.2022,15:00,0.547,16.984,9.932,4.927014,12.64857,13.08048
01.05.2022,16:00,1.017,16.166,11.001,5.2338204,15.420738,14.374076
01.05.2022,17:00,1.03,19.882,14.317,5.6988335,14.274531,13.846143
01.05.2022,18:00,2.573,87.71,28.894,7.169993,13.431084,13.878884
01.05.2022,19:00,5.14,29.52,23.016,7.802931,13.940451,14.133542
01.05.2022,20:00,11.263,27.626,20.241,6.09219,14.861655,14.252111
01.05.2022,21:00,7.737,30.575,23.771,4.886524,15.284188,14.143881
01.05.2022,22:00,5.849,28.504,23.214,4.5411344,14.786849,13.911837
01.05.2022,23:00,5.162,18.385,13.785,4.241243,12.820252,11.628584
02.05.2022,00:00,4.148,10.799,7.677,3.2263188,9.620176,8.855275
02.05.2022,01:00,10.786,16.842,12.171,3.0343704,7.500961,8.681988
02.05.2022,02:00,9.859,16.831,12.852,2.7608502,8.151744,7.756043
02.05.2022,03:00,4.057,17.74,14.544,2.664522,9.01529,7.6000504
02.05.2022,04:00,2.347,16.735,14.922,2.68576,6.458521,6.0626884
02.05.2022,05:00,1.352,14.011,12.322,3.6891174,5.7654576,5.090854
02.05.2022,06:00,3.483,10.983,8.903,4.771622,7.499721,7.4993396
02.05.2022,07:00,4.579,10.334,7.239,5.2694855,7.128392,7.427714
02.05.2022,08:00,,12.822,5.886,4.7981753,8.461711,7.6345186
02.05.2022,09:00,9.465,98.123,20.22,4.854485,8.418795,9.310041
02.05.2022,10:00,7.217,296.408,45.117,4.9821625,10.7451725,10.764389
02.05.2022,11:00,6.345,481.196,71.005,4.987669,13.027627,10.24639
02.05.2022,12:00,7.267,528.38,78.148,4.5229173,12.585192,9.409374
02.05.2022,13:00,1.833,148.489,25.471,4.6515536,14.796229,11.200432
02.05.2022,14:00,1.922,25.372,8.856,5.1440463,12.30652,10.552233
02.05.2022,15:00,0.375,31.362,9.216,6.0633745,13.035879,9.990927
02.05.2022,16:00,3.952,30.511,9.53,6.962382,15.389931,10.205108
02.05.2022,17:00,3.454,20.135,8.172,8.816103,12.565621,10.184988
02.05.2022,18:00,9.73,14.8,7.19,9.604585,13.4105625,10.659471
02.05.2022,19:00,27.269,22.318,9.344,8.83636,13.155954,11.429967
02.05.2022,20:00,27.789,25.601,15.303,7.841309,13.697956,12.486623
02.05.2022,21:00,,,,7.4759192,13.338235,10.753859
02.05.2022,22:00,7.187,16.759,10.497,6.8545327,11.503289,8.646579
02.05.2022,23:00,11.492,18.932,11.609,6.421787,10.966914,9.563505
03.05.2022,00:00,3.954,13.788,8.759,5.546796,9.029464,7.9090796
03.05.2022,01:00,2.292,9.93,7.826,5.210883,9.844359,8.455047
03.05.2022,02:00,0.518,11.131,8.587,4.2262225,9.915518,8.394452
03.05.2022,03:00,1.255,10.787,8.821,3.8745904,9.491032,8.334609
03.05.2022,04:00,1.839,11.3,9.346,3.9612625,9.508341,8.502639
03.05.2022,05:00,1.545,10.631,8.56,4.787096,12.92247,8.437379
03.05.2022,06:00,3.742,10.412,8.105,5.977058,11.127534,8.771397
03.05.2022,07:00,8.32,13.033,7.928,6.228973,12.294112,9.698168
03.05.2022,08:00,12.294,25.319,9.717,5.894744,13.760253,10.235475
03.05.2022,09:00,,85.713,17.658,5.0138164,13.071744,10.251984
03.05.2022,10:00,2.961,104.502,19.304,4.1392527,12.163021,9.886766
03.05.2022,11:00,1.706,116.775,20.837,3.8605213,11.4680605,10.3668
03.05.2022,12:00,1.419,105.865,19.414,3.7202606,11.344055,8.610503
03.05.2022,13:00,1.256,60.012,12.941,4.0750775,11.709076,10.401684
03.05.2022,14:00,1.11,47.212,11.761,4.6044903,12.117309,8.213647
03.05.2022,15:00,2.787,208.908,33.829,4.565891,12.6481495,10.226352
03.05.2022,16:00,2.532,84.014,17.007,5.7570376,14.546098,12.569276
03.05.2022,17:00,1.668,33.905,10.488,7.030607,13.4994135,13.031148
03.05.2022,18:00,0.403,21.627,8.653,5.9120426,14.050907,12.854977
03.05.2022,19:00,1.928,26.775,9.262,6.76886,12.069711,13.172801
03.05.2022,20:00,20.366,19.669,8.607,6.2110386,12.857455,12.915047
03.05.2022,21:00,13.874,28.151,11.249,6.196729,13.588874,12.092642
03.05.2022,22:00,36.014,21.106,11.913,5.455226,12.538843,11.21953
03.05.2022,23:00,25.993,20.693,13.458,4.717344,12.167188,11.223187
04.05.2022,00:00,10.394,20.189,13.53,4.692083,10.055317,9.712195
04.05.2022,01:00,6.353,17.434,10.719,4.336469,10.60698,11.167216
04.05.2022,02:00,3.174,14.67,9.293,4.316458,11.395229,10.442022
04.05.2022,03:00,2.542,12.935,9.045,6.083396,11.839347,10.958274
04.05.2022,04:00,2.727,12.748,9.057,7.387433,13.560554,11.681323
04.05.2022,05:00,2.756,13.294,9.547,8.96837,14.016006,13.05716
04.05.2022,06:00,6.075,13.887,9.683,13.608812,14.311524,13.827952
04.05.2022,07:00,7.345,13.844,9.577,10.112557,15.541456,13.867833
04.05.2022,08:00,21.379,60.782,16.715,6.8844485,14.507857,12.603011
04.05.2022,09:00,9.158,172.152,31.541,7.5760508,14.247973,13.565062
04.05.2022,10:00,,333.268,52.513,7.4682164,14.040608,11.77781
04.05.2022,11:00,10.18,268.476,44.636,6.4014215,14.634334,10.9137945
04.05.2022,12:00,4.929,307.008,50.708,5.137479,15.540309,13.520434
04.05.2022,13:00,3.285,88.513,19.636,5.583134,16.674448,13.00395
04.05.2022,14:00,1.367,87.307,19.349,7.20064,17.589571,16.806725
04.05.2022,15:00,0.994,124.458,24.508,7.6536565,18.102753,16.454933
04.05.2022,16:00,0.675,141.895,24.845,8.162808,18.154036,16.0367
04.05.2022,17:00,0.735,162.681,27.493,9.752381,17.69398,17.29348
04.05.2022,18:00,-0.987,39.162,10.956,10.025359,17.977673,16.398787
04.05.2022,19:00,-0.225,15.751,8.315,8.144188,18.948015,16.539814
04.05.2022,20:00,0.981,14.999,9.565,6.687385,21.603449,15.520101
04.05.2022,21:00,0.845,19.848,13.81,5.7695265,17.52352,15.252339
04.05.2022,22:00,1.026,16.954,13.355,5.1702714,17.899538,14.666211
04.05.2022,23:00,2.402,17.757,14.227,4.704624,14.298848,13.333249
05.05.2022,00:00,1.187,15.441,12.509,4.442935,16.332659,14.093516
05.05.2022,01:00,0.801,14.369,12.182,4.0227222,15.661229,14.305044
05.05.2022,02:00,0.043,16.336,13.841,3.8835602,15.141888,12.498276
05.05.2022,03:00,-0.171,15.741,13.486,3.2978287,13.922506,11.168595
05.05.2022,04:00,0.599,14.861,12.569,3.8556771,12.327761,11.104277
05.05.2022,05:00,0.783,14.824,12.193,4.290935,10.066608,12.107533
05.05.2022,06:00,0.658,13.169,10.95,3.6034167,9.905944,12.131238
05.05.2022,07:00,0.607,13.302,10.406,4.4779186,10.627247,11.033727
05.05.2022,08:00,2.89,15.659,10.643,4.4070606,10.968407,11.0006275
05.05.2022,09:00,8.957,184.925,33.759,3.5215635,13.027261,12.062809
05.05.2022,10:00,18.511,596,90.926,3.6020527,14.514171,13.50446
05.05.2022,11:00,,443.042,68.293,3.4044945,17.886602,11.467016
05.05.2022,12:00,14.755,540.78,84.985,3.322384,18.886824,11.426668
05.05.2022,13:00,1.778,67.765,15.837,3.6079655,17.9498,11.409048
05.05.2022,14:00,4.261,124.187,24.314,3.6510131,16.823349,11.17291
05.05.2022,15:00,3.442,136.112,25.911,3.8326,16.606714,10.397569
05.05.2022,16:00,3.615,164.805,30.924,4.0217857,13.788459,9.509783
05.05.2022,17:00,15.249,105.614,18.121,4.2755346,12.492569,9.071987
05.05.2022,18:00,0.051,33.82,9.228,4.383765,10.610373,8.164312
05.05.2022,19:00,-0.542,10.89,6.651,4.141839,11.714109,7.730863
05.05.2022,20:00,0.217,13.658,8.162,3.890261,12.509423,9.353376
05.05.2022,21:00,-0.506,21.63,9.148,3.677206,12.277618,9.896245
05.05.2022,22:00,0.573,10.374,8.117,3.9008734,12.950956,9.675418
05.05.2022,23:00,5.621,12.916,10.471,3.4810493,12.545787,9.907804
06.05.2022,00:00,5.442,12.092,9.789,3.0213423,10.710207,10.411899
06.05.2022,01:00,0.618,10.457,8.565,2.9655719,11.525162,9.901432
06.05.2022,02:00,0.499,10.909,8.172,2.327668,10.47739,8.275094
06.05.2022,03:00,0.055,11.915,8.386,1.8974556,11.181557,8.461943
06.05.2022,04:00,0.023,12.058,8.713,1.7971625,10.776533,7.7296605
06.05.2022,05:00,-0.158,11.67,8.261,2.5322993,9.495142,8.087234
06.05.2022,06:00,-0.19,9.671,7.79,3.0786316,12.738636,8.253288
06.05.2022,07:00,2.026,7.742,6.143,3.298643,10.415762,8.832265
06.05.2022,08:00,9.329,17.184,12.315,3.400532,11.478177,9.957651
06.05.2022,09:00,5.839,9.125,6.203,2.9988606,11.841678,9.852625
06.05.2022,10:00,9.301,11.229,6.95,3.5557885,12.076743,7.421686
06.05.2022,11:00,5.519,11.45,6.098,3.51295,12.751684,8.44344
06.05.2022,12:00,,14.347,6.507,2.7659364,12.031252,9.577101
06.05.2022,13:00,7.661,11.61,6.343,4.2840805,12.118504,8.520308
06.05.2022,14:00,2.605,10.436,6.231,3.8128376,11.6339245,9.415701
06.05.2022,15:00,0.53,10.294,6.183,3.0422575,9.656667,6.5249705
06.05.2022,16:00,3.601,11.856,6.88,3.8212612,11.154181,7.76526
06.05.2022,17:00,0.567,11.788,7.971,4.1160436,9.820781,6.995947
06.05.2022,18:00,-0.682,9.957,7.297,4.7067223,11.038359,8.303866
06.05.2022,19:00,-0.266,8.522,6.598,5.219596,11.543818,8.310166
06.05.2022,20:00,-0.244,6.601,5.065,5.2265797,12.706323,9.595254
06.05.2022,21:00,-0.311,6.917,5.074,4.8675866,11.378859,9.031297
06.05.2022,22:00,0.74,8.25,5.411,4.0654407,12.197233,10.06552
06.05.2022,23:00,4.689,9.087,5.884,3.8235166,13.443577,10.833501
07.05.2022,00:00,7.61,9.063,6.268,3.662543,12.32911,9.774385
07.05.2022,01:00,2.141,11.928,7.854,3.3625875,9.856876,7.901683
07.05.2022,02:00,0.545,9.392,5.605,2.8329418,8.152708,7.2984614
07.05.2022,03:00,0.363,10.609,6.996,3.66832,9.575151,8.300809
07.05.2022,04:00,0.554,11.888,7.58,4.6834865,8.3464985,7.656859
07.05.2022,05:00,0.735,11.017,7.239,3.2989078,9.449109,8.215969
07.05.2022,06:00,1.453,10.453,6.438,2.7783225,9.253202,9.186207
07.05.2022,07:00,2.015,9.679,5.755,3.3056624,9.589702,9.27177
07.05.2022,08:00,2.486,9.93,6.217,4.448773,11.556975,9.134152
07.05.2022,09:00,3.398,10.16,6.012,3.9442778,12.28296,9.918159
07.05.2022,10:00,3.993,10.966,5.56,3.6274495,12.766452,9.603518
07.05.2022,11:00,1.595,9.152,4.719,3.61351,13.573439,9.021671
07.05.2022,12:00,1.566,11.902,4.86,3.776877,15.791823,9.126921
07.05.2022,13:00,,8.645,3.903,4.922697,15.145648,8.821414
07.05.2022,14:00,-0.21,12.617,5.111,4.959449,14.581208,8.284081
07.05.2022,15:00,-0.645,15.903,6.62,6.0018353,14.726841,7.596208
07.05.2022,16:00,6.722,16.251,8.107,6.964617,15.546639,9.768509
07.05.2022,17:00,13.794,15.843,6.984,7.0850177,14.079447,9.556516
07.05.2022,18:00,12.723,14.197,5.823,8.051374,12.838611,8.333645
07.05.2022,19:00,11.257,13.711,6.68,8.587506,14.071503,9.579239
07.05.2022,20:00,7.39,15.315,8.223,6.936308,13.528694,9.371543
07.05.2022,21:00,9.322,21.453,12.754,6.0425086,14.713024,9.004132
07.05.2022,22:00,4.783,17.063,10.071,4.8965154,14.209147,8.773514
07.05.2022,23:00,7.972,14.033,8.883,4.74278,12.391364,9.553416
08.05.2022,00:00,5.717,13.311,8.456,3.948322,11.764528,9.441917
08.05.2022,01:00,2.334,12.113,7.868,4.2398067,13.182937,11.083991
08.05.2022,02:00,1.981,11.188,7.914,3.8696756,13.96314,11.101232
08.05.2022,03:00,1.8,10.313,7.522,3.3577418,13.637862,10.652004
08.05.2022,04:00,1.677,8.329,6.409,2.7935824,13.150408,9.828049
08.05.2022,05:00,1.234,8.449,6.611,2.9934754,13.34973,10.904806
08.05.2022,06:00,3.462,8.944,6.539,3.3894467,13.335021,11.280481
08.05.2022,07:00,4.13,9.665,6.647,3.269057,15.382627,11.701558
08.05.2022,08:00,2.036,10.984,7.307,2.9107969,16.42585,12.7153425
08.05.2022,09:00,1.015,14.213,9.205,2.8446107,16.465492,14.269565
08.05.2022,10:00,-0.033,17.495,10.571,2.659988,15.3262205,13.574838
08.05.2022,11:00,-0.006,16.6,10.863,2.4426043,17.358065,14.426213
08.05.2022,12:00,0.34,17.506,11.893,2.4943337,18.806229,13.461359
08.05.2022,13:00,0.483,18.387,13.186,2.8858738,19.03223,13.967322
08.05.2022,14:00,,19.563,13.149,3.3720505,19.381208,14.598731
08.05.2022,15:00,1.172,20.894,14.199,4.3012886,18.27023,14.666086
08.05.2022,16:00,1.826,19.678,14.264,4.778141,17.43804,14.705404
08.05.2022,17:00,4.28,18.455,12.768,5.605917,17.426064,14.928275
08.05.2022,18:00,0.649,21.941,14.896,6.5184345,18.485752,14.86403
08.05.2022,19:00,0.628,22.053,14.739,7.129563,19.952646,15.97596
08.05.2022,20:00,4.558,20.796,13.657,6.827549,19.394808,15.689098
08.05.2022,21:00,7.962,21.459,14.428,5.9262495,17.870798,14.892353
08.05.2022,22:00,4.647,23.706,15.554,4.786347,17.757088,13.189177
08.05.2022,23:00,4.625,24.34,14.761,3.8833609,16.23634,12.7416525
09.05.2022,00:00,5.343,23.908,14.621,3.2987409,15.397747,12.91447
09.05.2022,01:00,3.244,21.884,13.523,3.2559066,14.003138,11.619692
09.05.2022,02:00,2.907,18.782,12.707,2.956022,14.627681,11.187889
09.05.2022,03:00,1.854,18.077,12.456,2.6720963,15.108922,10.60107
09.05.2022,04:00,1.538,18.974,12.728,2.951925,13.569036,9.2841215
09.05.2022,05:00,1.222,18.115,12.586,3.2013657,11.548963,9.968275
09.05.2022,06:00,1.634,17.27,11.787,4.620955,13.499857,10.824149
09.05.2022,07:00,4.478,19.07,11.872,4.4417696,14.229371,10.402209
09.05.2022,08:00,7.416,21.801,12.207,3.8311398,15.211987,11.358315
09.05.2022,09:00,4.738,37.602,13.212,3.2472372,17.100609,11.373033
09.05.2022,10:00,5.4,179.104,31.682,2.6823683,16.091143,14.514916
09.05.2022,11:00,8.771,292.13,46.554,2.545861,16.631916,10.799617
09.05.2022,12:00,5.117,244.21,42.195,2.6265903,18.069887,12.543572
09.05.2022,13:00,2,96.115,21.322,3.153887,21.52375,14.746917
09.05.2022,14:00,7.436,148.248,28.682,4.0627975,16.254873,12.689639
09.05.2022,15:00,,253.427,44.188,5.5470643,16.474272,11.546082
09.05.2022,16:00,7.768,74.574,19.273,6.466851,14.8166065,11.841266
09.05.2022,17:00,17.196,45.358,16.264,7.1952953,16.02487,10.619331
09.05.2022,18:00,2.549,27.493,12.994,7.514246,14.48876,12.844937
09.05.2022,19:00,4.819,24.42,12.566,7.0567675,17.179104,14.68456
09.05.2022,20:00,9.023,21.883,12.794,6.687952,16.154701,13.2640705
09.05.2022,21:00,6.748,24.487,14.205,6.958371,16.099194,12.001436
09.05.2022,22:00,9.297,25.739,15.6,6.191344,16.168486,13.165845
09.05.2022,23:00,6.297,20.613,13.616,4.2928157,15.667893,14.628313
10.05.2022,00:00,4.131,17.678,11.562,4.2873588,15.432871,15.200945
10.05.2022,01:00,1.622,17.236,11.073,3.779098,16.029276,14.817488
10.05.2022,02:00,2.221,17.699,10.781,3.409254,16.552814,14.155373
10.05.2022,03:00,1.42,17.455,10.669,3.4831915,15.06487,12.834779
10.05.2022,04:00,1.727,16.129,10.868,3.811436,14.808847,10.841179
10.05.2022,05:00,2.29,15.065,10.374,5.761927,16.284899,12.687338
10.05.2022,06:00,6.767,15.965,10.692,6.098646,16.228767,15.143662
10.05.2022,07:00,4.03,17.321,11.163,5.7524405,16.484392,13.462325
10.05.2022,08:00,8.517,39.188,14.009,5.2276897,17.075777,13.096667
10.05.2022,09:00,11.175,62.099,18.506,4.6853514,17.098642,12.90075
10.05.2022,10:00,2.475,37.909,13.557,4.8141384,17.04248,15.793047
10.05.2022,11:00,4.85,71.048,18.203,5.3896656,19.558258,15.114488
10.05.2022,12:00,5.85,90.216,20.51,5.165647,18.376709,16.79105
10.05.2022,13:00,2.483,88.82,19.84,6.026825,19.222015,18.155077
10.05.2022,14:00,2.467,65.643,18.135,6.5720086,20.822655,18.387278
10.05.2022,15:00,1.92,50.856,15.572,6.563905,20.151228,17.975718
10.05.2022,16:00,,47.972,15.101,6.0898643,19.53819,17.660439
10.05.2022,17:00,11.354,22.695,12.37,6.5832505,21.52098,17.172606
10.05.2022,18:00,8.063,19.478,11.869,6.4001694,18.66874,16.8978
10.05.2022,19:00,7.714,20.565,11.649,7.14897,19.06301,16.69698
10.05.2022,20:00,6.052,21.287,11.722,7.946593,19.541618,16.673733
10.05.2022,21:00,8.363,24.823,13.909,8.102009,21.28226,16.817595
10.05.2022,22:00,13.587,33.592,17.779,7.2486596,19.224592,17.224163
10.05.2022,23:00,6.889,23.213,14.302,7.1617007,19.588148,17.991404
11.05.2022,00:00,4.618,20.455,12.771,6.3575974,19.887943,17.062117
11.05.2022,01:00,1.306,19.109,11.926,4.5860133,19.470451,15.505058
11.05.2022,02:00,1.641,18.908,12.39,4.969535,17.891565,15.30879
11.05.2022,03:00,7.316,20.926,13.726,5.422337,15.938906,12.856627
11.05.2022,04:00,3.289,21.926,13.819,6.3996296,17.084406,13.892887
11.05.2022,05:00,4.947,22.061,14.487,7.8542967,18.35977,15.338145
11.05.2022,06:00,5.622,22.689,14.735,10.003862,19.430376,17.560946
11.05.2022,07:00,6.318,22.452,14.249,7.4333863,19.476133,16.289982
11.05.2022,08:00,17.729,72.584,21.325,6.338806,19.726599,16.74944
11.05.2022,09:00,13.847,206.012,39.742,6.3491745,19.306255,16.044657
11.05.2022,10:00,9.586,117.92,26.951,6.015874,25.808067,16.786253
11.05.2022,11:00,8.74,165.245,33.225,6.250957,22.995998,16.831728
11.05.2022,12:00,2.281,85.568,21.756,6.5474524,24.5659,20.964628
11.05.2022,13:00,0.947,35.721,15.298,8.119968,23.511078,17.264782
11.05.2022,14:00,0.853,62.096,19.674,5.3540816,26.588882,18.017141
11.05.2022,15:00,4.019,94.993,23.721,5.777395,21.89859,18.678377
11.05.2022,16:00,11.226,80.983,23.737,6.8574195,23.01567,19.037323
11.05.2022,17:00,,61.217,20.716,7.688072,23.751036,19.162573
11.05.2022,18:00,0.516,45.219,18.9,9.468409,25.196695,18.815727
11.05.2022,19:00,0.768,48.625,18.748,11.396365,25.440954,18.475891
11.05.2022,20:00,2.265,103.728,28.483,10.349405,23.894629,18.412373
11.05.2022,21:00,7.54,86.809,29.445,8.096633,23.42236,18.737064
11.05.2022,22:00,9.2,32.18,21.745,7.6736536,23.439413,19.263268
11.05.2022,23:00,7.997,34.017,23.332,6.9924774,24.410658,19.304146
12.05.2022,00:00,5.273,27.092,18.421,6.3431005,25.829643,18.903196
12.05.2022,01:00,6.868,23.61,16.09,7.0360794,21.223976,18.449047
12.05.2022,02:00,4.939,25.818,19.407,6.9387207,18.950457,17.684076
12.05.2022,03:00,3.438,24.079,18.052,7.2249346,18.566782,17.502813
12.05.2022,04:00,2.214,24.388,18.188,7.7933803,18.523018,17.524452
12.05.2022,05:00,2.11,24.368,18.762,6.601106,19.371271,17.729553
12.05.2022,06:00,2.393,24.472,17.975,7.641604,19.331406,17.682428
12.05.2022,07:00,2.142,24.222,17.195,8.324733,18.256262,16.012423
12.05.2022,08:00,4.433,25.949,16.885,7.8498797,20.414722,17.355381
12.05.2022,09:00,8.779,149.244,31.313,8.429929,22.239613,18.04758
12.05.2022,10:00,11.147,175.262,36.249,8.306135,24.716066,18.175343
12.05.2022,11:00,3.574,119.845,29.134,7.3237095,21.98452,17.25879
12.05.2022,12:00,4.729,172.757,37.163,6.6602583,22.147459,13.926555
12.05.2022,13:00,1.624,63.548,20.239,7.083145,22.197298,13.939232
12.05.2022,14:00,3.652,118.093,29.231,7.995369,23.435637,14.099573
12.05.2022,15:00,5.41,292.057,54.938,8.023562,22.380213,14.341957
12.05.2022,16:00,,,,8.185452,23.842808,16.425722
12.05.2022,17:00,,,,7.902046,24.06348,17.26492
12.05.2022,18:00,,26.96,12.532,6.1946535,23.431164,17.005701
12.05.2022,19:00,1.167,20.975,11.963,5.9735613,22.237185,16.821058
12.05.2022,20:00,1.076,19.595,12.579,5.962164,22.444283,15.795949
12.05.2022,21:00,2.009,21.262,12.933,6.0089602,23.102472,16.686178
12.05.2022,22:00,3.689,17.605,11.92,5.51637,24.61476,14.710347
12.05.2022,23:00,3.615,20.026,13.684,4.9437513,22.468277,15.65666
13.05.2022,00:00,2.983,21.238,16.585,4.5902348,20.7001,15.50697
13.05.2022,01:00,1.079,23.099,18.199,4.7138686,20.03412,12.816771
13.05.2022,02:00,1.278,23.301,18.037,4.549039,20.167103,12.823553
13.05.2022,03:00,1.577,22.159,17.234,4.2848754,19.72513,13.941648
13.05.2022,04:00,1.594,19.677,14.886,4.3082843,17.991255,13.529816
13.05.2022,05:00,1.214,17.188,13.338,4.110917,17.279482,15.123856
13.05.2022,06:00,1.166,17.053,12.864,5.0640674,16.773882,13.15968
13.05.2022,07:00,3.248,16.993,12.225,5.3324037,16.8189,13.105483
13.05.2022,08:00,5.237,24.357,13.339,5.469894,15.992579,13.157223
13.05.2022,09:00,12.46,199.673,36.638,4.7295947,17.183083,13.53505
13.05.2022,10:00,9.892,319.385,54.07,4.758641,18.251497,13.740573
13.05.2022,11:00,4.87,367.357,62.326,4.9015236,20.81634,13.038324
13.05.2022,12:00,5.22,315.448,52.443,4.7458577,22.628548,12.858145
13.05.2022,13:00,0.395,178.83,32.823,4.253935,23.241343,16.518265
13.05.2022,14:00,4.472,222.774,39.624,5.3343844,23.322227,19.092747
13.05.2022,15:00,6.29,288.507,49.74,5.6549954,24.95591,14.981779
13.05.2022,16:00,22.747,327.076,52.219,6.511812,24.464725,14.510051
13.05.2022,17:00,5.61,264.089,44.62,7.3686247,23.375319,15.066227
13.05.2022,18:00,1.369,74.71,18.806,7.9635363,24.130953,17.294958
13.05.2022,19:00,,30.214,14.14,8.60559,27.188488,20.021608
13.05.2022,20:00,16.447,28.645,14.173,9.579026,29.371447,22.265795
13.05.2022,21:00,6.568,34.668,16.26,8.740273,26.371798,19.624388
13.05.2022,22:00,6.968,29.991,13.989,7.5901737,24.030552,18.051481
13.05.2022,23:00,6.103,23.764,11.794,7.0780573,24.202332,17.875187
14.05.2022,00:00,5.144,20.134,11.59,8.078505,25.220364,17.62739
14.05.2022,01:00,3.893,30.009,14.621,5.9120426,24.908752,19.69998
14.05.2022,02:00,14.527,25.61,16.959,4.570538,24.78501,19.871109
14.05.2022,03:00,14.214,25.668,17.721,3.7131338,24.904243,18.186256
14.05.2022,04:00,15.724,19.324,13.226,4.3451047,22.750458,16.23444
14.05.2022,05:00,3.116,18.312,11.781,4.8854575,22.575397,14.842958
14.05.2022,06:00,3.654,18.683,11.396,5.454809,20.828793,12.588547
14.05.2022,07:00,4.834,19.383,10.892,5.061552,15.516562,10.490119
14.05.2022,08:00,5.708,22.998,11.073,4.234722,13.387393,9.651309
14.05.2022,09:00,7.948,200.379,34.188,3.6416178,14.94405,8.175235
14.05.2022,10:00,15.616,414.275,60.042,2.6302595,13.841685,8.849469
14.05.2022,11:00,8.346,410.617,62.697,2.5975177,13.685011,9.934951
14.05.2022,12:00,8.964,477.461,86.093,2.7903306,12.095711,8.448737
14.05.2022,13:00,-0.326,99.657,18.649,2.6989708,11.341797,8.264891
14.05.2022,14:00,8.29,413.635,64.7,3.0113378,12.33579,9.268121
14.05.2022,15:00,10.007,469.874,69.737,4.1593156,12.240719,10.405216
14.05.2022,16:00,1.614,126.62,21.787,4.496543,13.74193,9.999861
14.05.2022,17:00,-0.286,34.917,8.587,4.6284184,12.538572,9.535142
14.05.2022,18:00,2.543,19.627,8.282,4.910022,11.022559,9.022419
14.05.2022,19:00,2.517,19.051,10.277,5.8263516,12.3470335,9.352215
14.05.2022,20:00,,25.76,10.798,5.89347,11.906347,9.934098
14.05.2022,21:00,19.343,27.957,13.193,5.1402373,11.455993,9.593347
14.05.2022,22:00,6.608,20.46,10.473,4.8114696,10.153401,8.776894
14.05.2022,23:00,9.419,20.959,10.074,4.762961,10.845723,8.333712
15.05.2022,00:00,6.897,15.227,9.214,5.0984435,11.79319,9.298219
15.05.2022,01:00,3.165,12.885,8.221,4.230288,12.406254,9.2616005
15.05.2022,02:00,1.855,11.339,7.194,4.247376,8.546186,6.9780455
15.05.2022,03:00,1.03,10.486,6.58,3.7109663,8.426014,7.523795
15.05.2022,04:00,1.373,10.819,6.258,4.0190887,9.261378,7.427435
15.05.2022,05:00,24.549,13.515,7.435,4.0644946,9.582783,7.461195
15.05.2022,06:00,20.072,13.925,7.993,5.185189,9.929471,8.08861
15.05.2022,07:00,12.422,13.074,8.003,4.2826905,9.711598,9.3016405
15.05.2022,08:00,12.752,13.671,7.401,4.4127555,10.430669,8.458869
15.05.2022,09:00,9.479,12.743,6.486,4.668153,10.573117,8.699532
15.05.2022,10:00,1.376,14.901,7.362,4.191748,13.489741,9.691355
15.05.2022,11:00,0.999,21.376,8.649,4.031052,13.614573,10.247753
15.05.2022,12:00,1.439,28.558,10.183,3.454354,12.868475,10.334257
15.05.2022,13:00,0.242,19.98,7.979,3.1969802,12.284968,9.151478
15.05.2022,14:00,2.96,24.173,11.151,3.3531044,11.83099,11.269185
15.05.2022,15:00,2.229,26.711,15.234,3.8376098,10.443271,9.782926
15.05.2022,16:00,1.518,18.455,9.185,4.914625,10.484356,10.196392
15.05.2022,17:00,0.984,17.916,8.637,6.278796,12.298796,9.715353
15.05.2022,18:00,0.895,16.941,7.64,7.0316873,13.53078,10.205946
15.05.2022,19:00,0.019,18.879,8.205,7.470561,14.9055805,12.654482
15.05.2022,20:00,0.681,21.557,7.506,7.5264673,16.251759,12.298698
15.05.2022,21:00,,21.365,8.047,6.921696,14.207576,13.295038
15.05.2022,22:00,6.006,11.283,6.736,5.938177,13.504424,10.829145
15.05.2022,23:00,7.877,17.621,10.107,5.1743407,13.4402275,9.353147
16.05.2022,00:00,4.5,14.892,9.297,5.181356,13.415528,9.043467
16.05.2022,01:00,4.537,16.567,10.148,5.5124683,14.088308,9.502413
16.05.2022,02:00,2.786,14.837,9.353,5.2937,14.221642,10.228576
