Date_Time,NO2,PM10,PM25
2022-05-01 01:00:00,2.843,9.065,6.1
2022-05-01 02:00:00,3.283,10.976,7.822
2022-05-01 03:00:00,1.739,11.431,7.944
2022-05-01 04:00:00,1.523,10.464,7.364
2022-05-01 05:00:00,1.957,10.456,7.533
2022-05-01 06:00:00,3.5,12.476,8.394
2022-05-01 07:00:00,3.9406586193754354,16.358,9.572
2022-05-01 08:00:00,5.004,15.662,9.703
2022-05-01 09:00:00,6.984,17.663,10.435
2022-05-01 10:00:00,3.193,20.612,11.195
2022-05-01 11:00:00,0.977,17.868,10.352
2022-05-01 12:00:00,0.124,18.636,10.846
2022-05-01 13:00:00,0.245,26.475,11.929
2022-05-01 14:00:00,0.48,22.861,10.442
2022-05-01 15:00:00,0.547,16.984,9.932
2022-05-01 16:00:00,1.017,16.166,11.001
2022-05-01 17:00:00,1.03,19.882,14.317
2022-05-01 18:00:00,2.573,87.71,28.894
2022-05-01 19:00:00,5.14,29.52,23.016
2022-05-01 20:00:00,11.263,27.626,20.241
2022-05-01 21:00:00,7.737,30.575,23.771
2022-05-01 22:00:00,5.849,28.504,23.214
2022-05-01 23:00:00,5.162,18.385,13.785
2022-05-02 00:00:00,4.148,10.799,7.677
2022-05-02 01:00:00,10.786,16.842,12.171
2022-05-02 02:00:00,9.859,16.831,12.852
2022-05-02 03:00:00,4.057,17.74,14.544
2022-05-02 04:00:00,2.347,16.735,14.922
2022-05-02 05:00:00,1.352,14.011,12.322
2022-05-02 06:00:00,3.483,10.983,8.903
2022-05-02 07:00:00,4.579,10.334,7.239
2022-05-02 08:00:00,3.3953714874319374,12.822,5.886
2022-05-02 09:00:00,9.465,98.123,20.22
2022-05-02 13:00:00,1.833,148.489,25.471
2022-05-02 14:00:00,1.922,25.372,8.856
2022-05-02 15:00:00,0.375,31.362,9.216
2022-05-02 16:00:00,3.952,30.511,9.53
2022-05-02 17:00:00,3.454,20.135,8.172
2022-05-02 18:00:00,9.73,14.8,7.19
2022-05-02 19:00:00,27.269,22.318,9.344
2022-05-02 20:00:00,27.789,25.601,15.303
2022-05-02 21:00:00,5.474543940965326,22.129264077163224,11.807168006486215
2022-05-02 22:00:00,7.187,16.759,10.497
2022-05-02 23:00:00,11.492,18.932,11.609
2022-05-03 00:00:00,3.954,13.788,8.759
2022-05-03 01:00:00,2.292,9.93,7.826
2022-05-03 02:00:00,0.518,11.131,8.587
2022-05-03 03:00:00,1.255,10.787,8.821
2022-05-03 04:00:00,1.839,11.3,9.346
2022-05-03 05:00:00,1.545,10.631,8.56
2022-05-03 06:00:00,3.742,10.412,8.105
2022-05-03 07:00:00,8.32,13.033,7.928
2022-05-03 08:00:00,12.294,25.319,9.717
2022-05-03 09:00:00,3.5463346908683455,85.713,17.658
2022-05-03 10:00:00,2.961,104.502,19.304
2022-05-03 11:00:00,1.706,116.775,20.837
2022-05-03 12:00:00,1.419,105.865,19.414
2022-05-03 13:00:00,1.256,60.012,12.941
2022-05-03 14:00:00,1.11,47.212,11.761
2022-05-03 15:00:00,2.787,208.908,33.829
2022-05-03 16:00:00,2.532,84.014,17.007
2022-05-03 17:00:00,1.668,33.905,10.488
2022-05-03 18:00:00,0.403,21.627,8.653
2022-05-03 19:00:00,1.928,26.775,9.262
2022-05-03 20:00:00,20.366,19.669,8.607
2022-05-03 21:00:00,13.874,28.151,11.249
2022-05-03 22:00:00,36.014,21.106,11.913
2022-05-03 23:00:00,25.993,20.693,13.458
2022-05-04 00:00:00,10.394,20.189,13.53
2022-05-04 01:00:00,6.353,17.434,10.719
2022-05-04 02:00:00,3.174,14.67,9.293
2022-05-04 03:00:00,2.542,12.935,9.045
2022-05-04 04:00:00,2.727,12.748,9.057
2022-05-04 05:00:00,2.756,13.294,9.547
2022-05-04 06:00:00,6.075,13.887,9.683
2022-05-04 07:00:00,7.345,13.844,9.577
2022-05-04 08:00:00,21.379,60.782,16.715
2022-05-04 09:00:00,9.158,172.152,31.541
2022-05-04 11:00:00,10.18,268.476,44.636
2022-05-04 13:00:00,3.285,88.513,19.636
2022-05-04 14:00:00,1.367,87.307,19.349
2022-05-04 15:00:00,0.994,124.458,24.508
2022-05-04 16:00:00,0.675,141.895,24.845
2022-05-04 17:00:00,0.735,162.681,27.493
2022-05-04 18:00:00,6.533926302859916,39.162,10.956
2022-05-04 19:00:00,5.7662183510093445,15.751,8.315
2022-05-04 20:00:00,0.981,14.999,9.565
2022-05-04 21:00:00,0.845,19.848,13.81
2022-05-04 22:00:00,1.026,16.954,13.355
2022-05-04 23:00:00,2.402,17.757,14.227
2022-05-05 00:00:00,1.187,15.441,12.509
2022-05-05 01:00:00,0.801,14.369,12.182
2022-05-05 02:00:00,0.043,16.336,13.841
2022-05-05 03:00:00,2.5964949331120213,15.741,13.486
2022-05-05 04:00:00,0.599,14.861,12.569
2022-05-05 05:00:00,0.783,14.824,12.193
2022-05-05 06:00:00,0.658,13.169,10.95
2022-05-05 07:00:00,0.607,13.302,10.406
2022-05-05 08:00:00,2.89,15.659,10.643
2022-05-05 09:00:00,8.957,184.925,33.759
2022-05-05 13:00:00,1.778,67.765,15.837
2022-05-05 14:00:00,4.261,124.187,24.314
2022-05-05 15:00:00,3.442,136.112,25.911
2022-05-05 16:00:00,3.615,164.805,30.924
2022-05-05 17:00:00,15.249,105.614,18.121
2022-05-05 18:00:00,0.051,33.82,9.228
2022-05-05 19:00:00,3.0021387239957082,10.89,6.651
2022-05-05 20:00:00,0.217,13.658,8.162
2022-05-05 21:00:00,2.7695413064773238,21.63,9.148
2022-05-05 22:00:00,0.573,10.374,8.117
2022-05-05 23:00:00,5.621,12.916,10.471
2022-05-06 00:00:00,5.442,12.092,9.789
2022-05-06 01:00:00,0.618,10.457,8.565
2022-05-06 02:00:00,0.499,10.909,8.172
2022-05-06 03:00:00,0.055,11.915,8.386
2022-05-06 04:00:00,0.023,12.058,8.713
2022-05-06 05:00:00,2.2934744128992826,11.67,8.261
2022-05-06 06:00:00,2.502118837097404,9.671,7.79
2022-05-06 07:00:00,2.026,7.742,6.143
2022-05-06 08:00:00,9.329,17.184,12.315
2022-05-06 09:00:00,5.839,9.125,6.203
2022-05-06 10:00:00,9.301,11.229,6.95
2022-05-06 11:00:00,5.519,11.45,6.098
2022-05-06 12:00:00,2.376641679110012,14.347,6.507
2022-05-06 13:00:00,7.661,11.61,6.343
2022-05-06 14:00:00,2.605,10.436,6.231
2022-05-06 15:00:00,0.53,10.294,6.183
2022-05-06 16:00:00,3.601,11.856,6.88
2022-05-06 17:00:00,0.567,11.788,7.971
2022-05-06 18:00:00,3.334791929426949,9.957,7.297
2022-05-06 19:00:00,3.7008833641862235,8.522,6.598
2022-05-06 20:00:00,3.7063005149988033,6.601,5.065
2022-05-06 21:00:00,3.4427154360361154,6.917,5.074
2022-05-06 22:00:00,0.74,8.25,5.411
2022-05-06 23:00:00,4.689,9.087,5.884
2022-05-07 00:00:00,7.61,9.063,6.268
2022-05-07 01:00:00,2.141,11.928,7.854
2022-05-07 02:00:00,0.545,9.392,5.605
2022-05-07 03:00:00,0.363,10.609,6.996
2022-05-07 04:00:00,0.554,11.888,7.58
2022-05-07 05:00:00,0.735,11.017,7.239
2022-05-07 06:00:00,1.453,10.453,6.438
2022-05-07 07:00:00,2.015,9.679,5.755
2022-05-07 08:00:00,2.486,9.93,6.217
2022-05-07 09:00:00,3.398,10.16,6.012
2022-05-07 10:00:00,3.993,10.966,5.56
2022-05-07 11:00:00,1.595,9.152,4.719
2022-05-07 12:00:00,1.566,11.902,4.86
2022-05-07 13:00:00,3.4811498080669505,8.645,3.903
2022-05-07 14:00:00,3.507196485716973,12.617,5.111
2022-05-07 15:00:00,4.358647187270163,15.903,6.62
2022-05-07 16:00:00,6.722,16.251,8.107
2022-05-07 17:00:00,13.794,15.843,6.984
2022-05-07 18:00:00,12.723,14.197,5.823
2022-05-07 19:00:00,11.257,13.711,6.68
2022-05-07 20:00:00,7.39,15.315,8.223
2022-05-07 21:00:00,9.322,21.453,12.754
2022-05-07 22:00:00,4.783,17.063,10.071
2022-05-07 23:00:00,7.972,14.033,8.883
2022-05-08 00:00:00,5.717,13.311,8.456
2022-05-08 01:00:00,2.334,12.113,7.868
2022-05-08 02:00:00,1.981,11.188,7.914
2022-05-08 03:00:00,1.8,10.313,7.522
2022-05-08 04:00:00,1.677,8.329,6.409
2022-05-08 05:00:00,1.234,8.449,6.611
2022-05-08 06:00:00,3.462,8.944,6.539
2022-05-08 07:00:00,4.13,9.665,6.647
2022-05-08 08:00:00,2.036,10.984,7.307
2022-05-08 09:00:00,1.015,14.213,9.205
2022-05-08 10:00:00,2.33752565961057,17.495,10.571
2022-05-08 11:00:00,2.264939837442766,16.6,10.863
2022-05-08 12:00:00,0.34,17.506,11.893
2022-05-08 13:00:00,0.483,18.387,13.186
2022-05-08 14:00:00,2.629395358721384,19.563,13.149
2022-05-08 15:00:00,1.172,20.894,14.199
2022-05-08 16:00:00,1.826,19.678,14.264
2022-05-08 17:00:00,4.28,18.455,12.768
2022-05-08 18:00:00,0.649,21.941,14.896
2022-05-08 19:00:00,0.628,22.053,14.739
2022-05-08 20:00:00,4.558,20.796,13.657
2022-05-08 21:00:00,7.962,21.459,14.428
2022-05-08 22:00:00,4.647,23.706,15.554
2022-05-08 23:00:00,4.625,24.34,14.761
2022-05-09 00:00:00,5.343,23.908,14.621
2022-05-09 01:00:00,3.244,21.884,13.523
2022-05-09 02:00:00,2.907,18.782,12.707
2022-05-09 03:00:00,1.854,18.077,12.456
2022-05-09 04:00:00,1.538,18.974,12.728
2022-05-09 05:00:00,1.222,18.115,12.586
2022-05-09 06:00:00,1.634,17.27,11.787
2022-05-09 07:00:00,4.478,19.07,11.872
2022-05-09 08:00:00,7.416,21.801,12.207
2022-05-09 09:00:00,4.738,37.602,13.212
2022-05-09 10:00:00,5.4,179.104,31.682
2022-05-09 12:00:00,5.117,244.21,42.195
2022-05-09 13:00:00,2.0,96.115,21.322
2022-05-09 14:00:00,7.436,148.248,28.682
2022-05-09 15:00:00,3.9656601647616476,253.427,44.188
2022-05-09 16:00:00,7.768,74.574,19.273
2022-05-09 17:00:00,17.196,45.358,16.264
2022-05-09 18:00:00,2.549,27.493,12.994
2022-05-09 19:00:00,4.819,24.42,12.566
2022-05-09 20:00:00,9.023,21.883,12.794
2022-05-09 21:00:00,6.748,24.487,14.205
2022-05-09 22:00:00,9.297,25.739,15.6
2022-05-09 23:00:00,6.297,20.613,13.616
2022-05-10 00:00:00,4.131,17.678,11.562
2022-05-10 01:00:00,1.622,17.236,11.073
2022-05-10 02:00:00,2.221,17.699,10.781
2022-05-10 03:00:00,1.42,17.455,10.669
2022-05-10 04:00:00,1.727,16.129,10.868
2022-05-10 05:00:00,2.29,15.065,10.374
2022-05-10 06:00:00,6.767,15.965,10.692
2022-05-10 07:00:00,4.03,17.321,11.163
2022-05-10 08:00:00,8.517,39.188,14.009
2022-05-10 09:00:00,11.175,62.099,18.506
2022-05-10 10:00:00,2.475,37.909,13.557
2022-05-10 11:00:00,4.85,71.048,18.203
2022-05-10 12:00:00,5.85,90.216,20.51
2022-05-10 13:00:00,2.483,88.82,19.84
2022-05-10 14:00:00,2.467,65.643,18.135
2022-05-10 15:00:00,1.92,50.856,15.572
2022-05-10 16:00:00,4.435950028451673,47.972,15.101
2022-05-10 17:00:00,11.354,22.695,12.37
2022-05-10 18:00:00,8.063,19.478,11.869
2022-05-10 19:00:00,7.714,20.565,11.649
2022-05-10 20:00:00,6.052,21.287,11.722
2022-05-10 21:00:00,8.363,24.823,13.909
2022-05-10 22:00:00,13.587,33.592,17.779
2022-05-10 23:00:00,6.889,23.213,14.302
2022-05-11 00:00:00,4.618,20.455,12.771
2022-05-11 01:00:00,1.306,19.109,11.926
2022-05-11 02:00:00,1.641,18.908,12.39
2022-05-11 03:00:00,7.316,20.926,13.726
2022-05-11 04:00:00,3.289,21.926,13.819
2022-05-11 05:00:00,4.947,22.061,14.487
2022-05-11 06:00:00,5.622,22.689,14.735
2022-05-11 07:00:00,6.318,22.452,14.249
2022-05-11 08:00:00,17.729,72.584,21.325
2022-05-11 09:00:00,13.847,206.012,39.742
2022-05-11 10:00:00,9.586,117.92,26.951
2022-05-11 11:00:00,8.74,165.245,33.225
2022-05-11 12:00:00,2.281,85.568,21.756
2022-05-11 13:00:00,0.947,35.721,15.298
2022-05-11 14:00:00,0.853,62.096,19.674
2022-05-11 15:00:00,4.019,94.993,23.721
2022-05-11 16:00:00,11.226,80.983,23.737
2022-05-11 17:00:00,5.581712981088673,61.217,20.716
2022-05-11 18:00:00,0.516,45.219,18.9
2022-05-11 19:00:00,0.768,48.625,18.748
2022-05-11 20:00:00,2.265,103.728,28.483
2022-05-11 21:00:00,7.54,86.809,29.445
2022-05-11 22:00:00,9.2,32.18,21.745
2022-05-11 23:00:00,7.997,34.017,23.332
2022-05-12 00:00:00,5.273,27.092,18.421
2022-05-12 01:00:00,6.868,23.61,16.09
2022-05-12 02:00:00,4.939,25.818,19.407
2022-05-12 03:00:00,3.438,24.079,18.052
2022-05-12 04:00:00,2.214,24.388,18.188
2022-05-12 05:00:00,2.11,24.368,18.762
2022-05-12 06:00:00,2.393,24.472,17.975
2022-05-12 07:00:00,2.142,24.222,17.195
2022-05-12 08:00:00,4.433,25.949,16.885
2022-05-12 09:00:00,8.779,149.244,31.313
2022-05-12 10:00:00,11.147,175.262,36.249
2022-05-12 11:00:00,3.574,119.845,29.134
2022-05-12 12:00:00,4.729,172.757,37.163
2022-05-12 13:00:00,1.624,63.548,20.239
2022-05-12 14:00:00,3.652,118.093,29.231
2022-05-12 16:00:00,5.780467043880928,34.37935671784521,17.678426837529674
2022-05-12 17:00:00,5.675204069468046,34.5214732676254,18.57675505079584
2022-05-12 18:00:00,4.527691649796594,26.96,12.532
2022-05-12 19:00:00,1.167,20.975,11.963
2022-05-12 20:00:00,1.076,19.595,12.579
2022-05-12 21:00:00,2.009,21.262,12.933
2022-05-12 22:00:00,3.689,17.605,11.92
2022-05-12 23:00:00,3.615,20.026,13.684
2022-05-13 00:00:00,2.983,21.238,16.585
2022-05-13 01:00:00,1.079,23.099,18.199
2022-05-13 02:00:00,1.278,23.301,18.037
2022-05-13 03:00:00,1.577,22.159,17.234
2022-05-13 04:00:00,1.594,19.677,14.886
2022-05-13 05:00:00,1.214,17.188,13.338
2022-05-13 06:00:00,1.166,17.053,12.864
2022-05-13 07:00:00,3.248,16.993,12.225
2022-05-13 08:00:00,5.237,24.357,13.339
2022-05-13 09:00:00,12.46,199.673,36.638
2022-05-13 13:00:00,0.395,178.83,32.823
2022-05-13 14:00:00,4.472,222.774,39.624
2022-05-13 17:00:00,5.61,264.089,44.62
2022-05-13 18:00:00,1.369,74.71,18.806
2022-05-13 19:00:00,5.913486268179534,30.214,14.14
2022-05-13 20:00:00,16.447,28.645,14.173
2022-05-13 21:00:00,6.568,34.668,16.26
2022-05-13 22:00:00,6.968,29.991,13.989
2022-05-13 23:00:00,6.103,23.764,11.794
2022-05-14 00:00:00,5.144,20.134,11.59
2022-05-14 01:00:00,3.893,30.009,14.621
2022-05-14 02:00:00,14.527,25.61,16.959
2022-05-14 03:00:00,14.214,25.668,17.721
2022-05-14 04:00:00,15.724,19.324,13.226
2022-05-14 05:00:00,3.116,18.312,11.781
2022-05-14 06:00:00,3.654,18.683,11.396
2022-05-14 07:00:00,4.834,19.383,10.892
2022-05-14 08:00:00,5.708,22.998,11.073
2022-05-14 09:00:00,7.948,200.379,34.188
2022-05-14 13:00:00,2.351672333295175,99.657,18.649
2022-05-14 16:00:00,1.614,126.62,21.787
2022-05-14 17:00:00,3.284521384815889,34.917,8.587
2022-05-14 18:00:00,2.543,19.627,8.282
2022-05-14 19:00:00,2.517,19.051,10.277
2022-05-14 20:00:00,4.263598440317859,25.76,10.798
2022-05-14 21:00:00,19.343,27.957,13.193
2022-05-14 22:00:00,6.608,20.46,10.473
2022-05-14 23:00:00,9.419,20.959,10.074
2022-05-15 00:00:00,6.897,15.227,9.214
2022-05-15 01:00:00,3.165,12.885,8.221
2022-05-15 02:00:00,1.855,11.339,7.194
2022-05-15 03:00:00,1.03,10.486,6.58
2022-05-15 04:00:00,1.373,10.819,6.258
2022-05-15 05:00:00,24.549,13.515,7.435
2022-05-15 06:00:00,20.072,13.925,7.993
2022-05-15 07:00:00,12.422,13.074,8.003
2022-05-15 08:00:00,12.752,13.671,7.401
2022-05-15 09:00:00,9.479,12.743,6.486
2022-05-15 10:00:00,1.376,14.901,7.362
2022-05-15 11:00:00,0.999,21.376,8.649
2022-05-15 12:00:00,1.439,28.558,10.183
2022-05-15 13:00:00,0.242,19.98,7.979
2022-05-15 14:00:00,2.96,24.173,11.151
2022-05-15 15:00:00,2.229,26.711,15.234
2022-05-15 16:00:00,1.518,18.455,9.185
2022-05-15 17:00:00,0.984,17.916,8.637
2022-05-15 18:00:00,0.895,16.941,7.64
2022-05-15 19:00:00,0.019,18.879,8.205
2022-05-15 20:00:00,0.681,21.557,7.506
2022-05-15 21:00:00,5.1210646133799065,21.365,8.047
2022-05-15 22:00:00,6.006,11.283,6.736
2022-05-15 23:00:00,7.877,17.621,10.107
2022-05-16 00:00:00,4.5,14.892,9.297
2022-05-16 01:00:00,4.537,16.567,10.148
2022-05-16 02:00:00,2.786,14.837,9.353
2022-05-16 03:00:00,3.609,13.379,9.312
2022-05-16 04:00:00,4.456,19.034,14.494
2022-05-16 05:00:00,3.115,16.263,13.189
2022-05-16 06:00:00,4.07,16.549,13.367
2022-05-16 07:00:00,4.122,17.436,13.553
2022-05-16 08:00:00,13.141,33.511,13.271
2022-05-16 09:00:00,8.175,137.196,25.761
2022-05-16 10:00:00,3.787,87.423,18.423
2022-05-16 11:00:00,0.457,30.59,10.261
2022-05-16 12:00:00,1.477,87.198,17.708
2022-05-16 13:00:00,1.081,58.468,13.943
2022-05-16 14:00:00,0.455,88.405,18.355
2022-05-16 15:00:00,1.607,192.953,32.716
2022-05-16 16:00:00,1.684,245.622,40.375
2022-05-16 17:00:00,9.184,172.163,29.544
2022-05-16 18:00:00,0.28,49.573,13.825
2022-05-16 19:00:00,4.536939329174315,14.122,8.727
2022-05-16 20:00:00,0.594,16.055,9.084
2022-05-16 21:00:00,0.923,16.076,9.477
2022-05-16 22:00:00,4.122591675223234,17.81,11.253
2022-05-16 23:00:00,4.561,25.597,12.673
2022-05-17 00:00:00,2.576,18.272,10.901
2022-05-17 01:00:00,1.696,15.158,9.878
2022-05-17 02:00:00,1.288,15.817,10.009
2022-05-17 03:00:00,1.519,16.085,10.142
2022-05-17 04:00:00,2.521,17.749,11.092
2022-05-17 05:00:00,2.063,17.536,10.379
2022-05-17 06:00:00,2.368,18.065,9.499
2022-05-17 07:00:00,3.518,23.957,9.797
2022-05-17 08:00:00,10.477,77.558,19.111
2022-05-17 09:00:00,35.712,37.269,17.49
2022-05-17 10:00:00,10.95,26.717,17.027
2022-05-17 11:00:00,10.805,21.507,11.086
2022-05-17 12:00:00,14.68,26.963,9.316
2022-05-17 13:00:00,4.983,22.178,9.206
2022-05-17 14:00:00,2.354,40.882,10.969
2022-05-17 15:00:00,2.048,20.217,8.481
2022-05-17 16:00:00,1.508,37.468,10.195
2022-05-17 17:00:00,3.269,36.546,8.756
2022-05-17 18:00:00,7.598,66.328,11.954
2022-05-17 19:00:00,4.1,12.405,5.403
2022-05-17 20:00:00,6.323,10.271,5.505
2022-05-17 21:00:00,13.904,15.782,7.409
2022-05-17 22:00:00,7.235,16.346,7.859
2022-05-17 23:00:00,3.4571618946118203,18.527,9.845
2022-05-18 00:00:00,2.871,14.386,8.557
2022-05-18 01:00:00,3.137,12.213,8.298
2022-05-18 02:00:00,1.923,10.985,7.524
2022-05-18 03:00:00,1.458,10.456,6.497
2022-05-18 04:00:00,1.34,11.635,5.967
2022-05-18 05:00:00,0.755,33.207,7.733
2022-05-18 06:00:00,0.796,28.837,7.342
2022-05-18 07:00:00,1.611,29.091,8.203
2022-05-18 08:00:00,3.346,35.817,9.657
2022-05-18 09:00:00,2.796,178.795,30.742
2022-05-18 12:00:00,1.51,189.822,30.897
2022-05-18 13:00:00,1.432,21.821657214399423,103.786
2022-05-18 14:00:00,2.247,20.940232413632238,106.129
2022-05-18 16:00:00,3.207,22.44740890005957,144.222
2022-05-18 18:00:00,2.844454466093042,78.685,14.415
2022-05-18 19:00:00,3.2216889209147563,29.759,7.095
2022-05-18 20:00:00,0.14,16.378,4.908
2022-05-18 21:00:00,0.753,15.714,4.968
2022-05-18 22:00:00,0.541,16.383,5.214
2022-05-18 23:00:00,0.588,13.493,5.098
2022-05-19 00:00:00,2.3062426769591546,13.9,5.204
2022-05-19 01:00:00,1.395,14.538,5.46
2022-05-19 02:00:00,0.521,15.694,6.764
2022-05-19 03:00:00,0.884,15.337,6.752
2022-05-19 04:00:00,0.839,14.086,6.156
2022-05-19 05:00:00,1.308,12.477,5.819
2022-05-19 06:00:00,1.694,11.965,5.516
2022-05-19 07:00:00,1.8,11.316,5.301
2022-05-19 08:00:00,12.562,18.724,8.641
2022-05-19 09:00:00,7.064,51.103,11.217
2022-05-19 10:00:00,3.675,97.202,16.866
2022-05-19 11:00:00,5.882,117.607,18.822
2022-05-19 12:00:00,3.381,78.621,14.102
2022-05-19 13:00:00,0.176,55.233,11.001
2022-05-19 14:00:00,0.201,56.576,11.117
2022-05-19 15:00:00,2.9709165910475317,67.228,12.788
2022-05-19 16:00:00,3.3676363254849644,45.816,9.833
2022-05-19 17:00:00,2.275,28.524,6.743
2022-05-19 18:00:00,0.23,26.0,6.422
2022-05-19 19:00:00,3.899,23.728,6.213
2022-05-19 20:00:00,5.456,30.205,7.553
2022-05-19 21:00:00,2.556,17.171,5.393
2022-05-19 22:00:00,18.431,17.546,6.676
2022-05-19 23:00:00,13.475,21.425,8.768
2022-05-20 00:00:00,7.938,17.412,8.064
2022-05-20 01:00:00,3.310290658365167,13.795,6.521
2022-05-20 02:00:00,3.67,11.409,5.938
2022-05-20 03:00:00,1.655,9.516,5.22
2022-05-20 04:00:00,0.552,8.877,5.061
2022-05-20 05:00:00,0.437,9.613,5.28
2022-05-20 06:00:00,0.443,9.622,5.292
2022-05-20 07:00:00,2.699,10.974,5.543
2022-05-20 08:00:00,7.7,69.769,14.378
2022-05-20 09:00:00,9.322,141.021,23.347
2022-05-20 10:00:00,4.726,180.444,30.464
2022-05-20 11:00:00,3.272,265.485,40.646
2022-05-20 12:00:00,2.751,158.122,25.599
2022-05-20 13:00:00,1.701,67.608,11.617
2022-05-20 14:00:00,0.53,104.768,16.035
2022-05-20 15:00:00,1.172,127.067,18.917
2022-05-20 16:00:00,0.65,81.987,12.993
2022-05-20 17:00:00,0.511,61.032,10.326
2022-05-20 18:00:00,0.04,17.215,4.76
2022-05-20 19:00:00,0.769,10.817,3.808
2022-05-20 20:00:00,3.914063002028424,10.699,4.168
2022-05-20 21:00:00,0.703,10.243,4.326
2022-05-20 22:00:00,1.357,9.928,4.239
2022-05-20 23:00:00,4.043,14.147,6.224
2022-05-21 00:00:00,1.797,9.806,5.226
2022-05-21 01:00:00,0.845,9.585,5.029
2022-05-21 02:00:00,3.5154062530904024,9.431,5.368
2022-05-21 03:00:00,0.668,8.992,5.177
2022-05-21 04:00:00,0.539,9.005,5.4
2022-05-21 05:00:00,0.11,8.215,4.35
2022-05-21 06:00:00,1.587,8.793,4.632
2022-05-21 07:00:00,2.262,10.755,5.141
2022-05-21 08:00:00,2.272,19.145,6.133
2022-05-21 09:00:00,6.778,266.545,41.716
2022-05-21 10:00:00,9.205,262.988,41.551
2022-05-21 11:00:00,5.854,207.693,34.278
2022-05-21 12:00:00,1.77,163.215,27.409
2022-05-21 13:00:00,1.144,56.007,12.951
2022-05-21 14:00:00,1.22,136.954,25.107
2022-05-21 15:00:00,0.422,63.91,16.39
2022-05-21 16:00:00,0.48,27.087,10.377
2022-05-21 17:00:00,0.375,23.468,9.532
2022-05-21 18:00:00,4.836,26.66,10.57
2022-05-21 19:00:00,15.947,32.53,13.097
2022-05-21 20:00:00,8.061,28.914,11.708
2022-05-21 21:00:00,6.625,32.599,12.131
2022-05-21 22:00:00,10.085,28.833,14.027
2022-05-21 23:00:00,4.102,26.493,13.543
2022-05-22 00:00:00,3.073,23.505,13.549
2022-05-22 01:00:00,0.861,21.617,12.604
2022-05-22 02:00:00,2.759,23.224,14.679
2022-05-22 03:00:00,2.888453158169135,22.516,14.689
2022-05-22 04:00:00,5.626,24.758,16.398
2022-05-22 05:00:00,3.08,22.888,14.722
2022-05-22 06:00:00,3.937,26.079,15.938
2022-05-22 07:00:00,2.137,22.645,13.682
2022-05-22 08:00:00,1.811,22.485,12.771
2022-05-22 09:00:00,0.965,26.545,11.343
2022-05-22 10:00:00,0.018,43.577,11.59
2022-05-22 11:00:00,2.2062136804087125,44.893,11.151
2022-05-22 12:00:00,2.3393664843089503,18.473,8.401
2022-05-22 13:00:00,2.641932926914686,15.821,8.3
2022-05-22 14:00:00,2.724417346447119,24.738,9.851
2022-05-22 15:00:00,2.972315075573327,18.917,9.769
2022-05-22 16:00:00,2.9706787728118424,21.268,10.193
2022-05-22 17:00:00,3.322744283904818,19.942,10.081
2022-05-22 18:00:00,8.764,21.144,12.129
2022-05-22 19:00:00,7.866,24.915,12.641
2022-05-22 20:00:00,8.398,24.171,12.138
2022-05-22 21:00:00,5.867,31.964,12.987
2022-05-22 22:00:00,17.26,26.756,14.157
2022-05-22 23:00:00,11.786,30.049,15.732
2022-05-23 00:00:00,9.343,28.812,16.093
2022-05-23 01:00:00,5.807,23.156,13.966
2022-05-23 02:00:00,10.49,25.092,15.395
2022-05-23 03:00:00,4.746,24.468,14.119
2022-05-23 04:00:00,2.7114854506887536,23.502,13.253
2022-05-23 05:00:00,2.399,21.015,12.769
2022-05-23 06:00:00,3.715,19.264,13.063
2022-05-23 07:00:00,7.884,22.904,14.418
2022-05-23 08:00:00,12.564,36.571,15.555
2022-05-23 09:00:00,5.031,117.168,27.165
2022-05-23 11:00:00,2.506539934058834,210.489,41.623
2022-05-23 13:00:00,2.521890012699453,132.746,27.862
2022-05-23 14:00:00,2.8140663692559045,126.559,24.248
2022-05-23 15:00:00,3.366265081175275,172.139,30.159
2022-05-23 18:00:00,3.678685568065248,62.511,16.91
2022-05-23 19:00:00,3.5117497393691686,16.748,9.398
2022-05-23 20:00:00,3.318004528967867,15.27,9.103
2022-05-23 21:00:00,2.875915168428195,17.705,10.513
2022-05-23 22:00:00,2.59457000221345,19.955,13.468
2022-05-23 23:00:00,2.3881099509833543,17.356,11.455
2022-05-24 00:00:00,2.4710333940231575,15.837,10.311
2022-05-24 01:00:00,2.411925943626061,16.248,9.604
2022-05-24 02:00:00,2.270698393131358,15.843,9.533
2022-05-24 03:00:00,2.1747751464623732,16.231,9.576
2022-05-24 04:00:00,2.189729090833694,16.541,9.937
2022-05-24 05:00:00,2.4002731301586646,18.764,10.3
2022-05-24 06:00:00,2.2533825959005913,19.382,11.064
2022-05-24 07:00:00,2.376947691271061,18.657,11.499
2022-05-24 08:00:00,2.596898496994065,31.119,13.013
2022-05-24 09:00:00,2.673733803873315,96.09,21.712
2022-05-24 10:00:00,2.4064811543374542,91.096,22.577
2022-05-24 13:00:00,2.2277941428536057,93.965,21.309
2022-05-24 14:00:00,2.2786605841478327,88.239,21.212
2022-05-24 15:00:00,2.4111741680135665,103.305,24.068
2022-05-24 16:00:00,2.525409708919991,142.23,29.471
2022-05-24 17:00:00,2.576858626374932,60.287,19.175
2022-05-24 18:00:00,2.6987111721207295,37.848,16.471
2022-05-24 19:00:00,2.783879592220643,27.661,17.116
2022-05-24 20:00:00,2.732667796278701,25.974,17.346
2022-05-24 21:00:00,2.3675547307810216,26.0,17.842
