Date,Temperature_C,Humidity_%,Speed_kmh,Pressure_hPa,Precip_Accum_mm,Wind,NO2,PM10,PM25,AQI,Dominant_pollutant
2023-01-17,9.24,90.92,2.55,983.95,14.61,NE,15.68,11.61,7.86,12.7,NO2
2023-01-18,8.33,89.76,1.43,988.07,1.08,NE,25.4,7.48,5.07,14.675,PM25
2023-01-19,5.97,89.09,5.49,996.56,5.92,NNE,17.12,7.37,5.87,7.199999999999999,PM25
2023-01-20,5.33,67.27,9.22,1001.01,0.0,NE,5.72,4.25,2.88,10.7882,PM10
2023-01-21,5.38,56.29,12.71,1001.8,0.0,NNW,4.29,6.46,4.3,9.7194,PM10
2023-01-22,6.52,62.81,12.59,1009.38,0.0,NNE,3.54,5.82,3.02,6.8469999999999995,PM10
2023-01-23,8.65,71.0,10.76,1012.48,0.95,NNE,5.4,4.1,2.58,8.1663,PM10
2023-01-24,8.83,71.06,5.87,1021.46,0.0,NNE,8.17,4.89,2.87,11.7401,PM10
2023-01-25,7.66,64.96,9.37,1018.04,0.0,NNE,6.94,7.03,4.14,23.5,PM25
2023-01-26,5.29,65.01,8.99,1007.99,0.0,NNW,14.9,13.75,9.4,23.446799999999996,PM10
2023-01-27,4.66,59.62,10.28,1006.03,0.0,NNE,3.2,14.04,8.9,26.776,PM25
2023-01-28,4.93,64.79,8.02,1012.1,0.0,NE,5.29,13.67,10.74,30.616,PM25
2023-01-29,4.2,68.58,4.47,1017.8,0.0,NNE,8.67,13.7,12.34,47.99199999999999,PM25
2023-01-30,3.17,81.01,2.95,1012.95,0.0,NNE,29.62,22.59,19.58,85.16,PM25
2023-01-31,4.06,84.93,1.4,1015.71,0.0,NE,22.9,46.71,42.7,85.744,PM25
2023-02-01,5.11,90.32,0.41,1014.85,0.0,NE,29.93,46.27,43.43,98.264,PM25
2023-02-02,4.51,92.2,0.55,1015.39,0.0,NE,19.08,62.74,59.08,93.824,PM25
2023-02-03,8.22,86.19,2.41,1018.23,0.0,NE,16.21,57.43,53.53,80.944,PM25
2023-02-04,7.01,72.5,5.88,1016.54,0.0,NE,17.74,41.57,37.43,23.450000000000003,PM25
2023-02-05,4.29,52.97,6.84,1026.8,0.0,NNE,4.53,13.55,9.38,17.2511,PM10
2023-02-06,2.26,53.31,6.56,1028.95,0.0,NE,7.01,10.33,5.37,29.592000000000002,PM10
2023-02-07,2.68,52.19,4.84,1030.08,0.0,NNE,16.47,17.87,9.92,42.792,PM10
2023-02-08,2.3,56.06,9.37,1030.45,0.0,NNE,11.01,26.12,15.86,50.816,PM10
2023-02-09,2.54,56.1,6.01,1029.79,0.0,NNE,18.68,30.68,19.71,48.040000000000006,PM25
2023-02-10,3.12,50.44,4.87,1029.1,0.0,NNW,24.61,28.15,19.6,38.464,PM25
2023-02-11,4.63,60.77,4.8,1027.84,0.0,NW,29.86,22.23,15.61,64.112,PM25
2023-02-12,8.26,65.05,5.92,1027.65,0.0,NW,26.44,29.87,25.88,27.832,PM25
2023-02-13,8.19,69.38,3.41,1030.47,0.0,North,30.32,15.07,11.18,41.032,PM25
2023-02-14,7.55,77.97,4.25,1026.68,0.0,NW,35.38,21.89,16.68,79.568,PM25
2023-02-15,6.81,83.17,0.69,1023.22,0.0,NE,29.07,41.46,35.71,89.2,PM25
2023-02-16,8.8,94.48,3.16,1023.32,0.0,NE,15.16,52.55,47.75,81.904,PM25
2023-02-17,7.67,93.33,0.54,1024.15,0.0,NE,10.63,41.46,38.63,97.896,PM25
2023-02-18,8.47,90.45,0.42,1021.75,0.19,NE,10.04,62.46,58.62,59.624,PM25
2023-02-19,9.84,92.2,0.43,1017.48,0.0,NE,19.22,27.06,24.01,37.839999999999996,PM25
2023-02-20,9.94,88.65,0.57,1019.34,0.0,NE,23.28,19.84,15.35,76.0,PM25
2023-02-21,8.92,93.88,0.24,1015.42,0.0,NE,22.73,36.15,31.25,79.44800000000001,PM25
2023-02-22,10.95,88.36,1.25,1011.51,0.0,NE,25.52,40.74,35.56,76.296,PM25
2023-02-23,10.82,92.22,1.36,1009.69,0.0,NE,18.29,36.5,31.62,60.104,PM25
2023-02-24,11.02,93.28,1.47,1006.21,0.0,NE,9.65,28.04,24.21,58.327999999999996,PM25
2023-02-25,12.35,94.85,5.47,995.62,2.36,SSE,6.36,30.78,23.47,29.816000000000003,PM10
2023-02-26,5.69,73.68,16.39,995.9,12.25,NE,7.21,18.01,11.81,11.189,PM10
2023-02-27,5.42,65.64,12.34,1009.6,0.0,ENE,7.78,6.7,3.34,21.2257,PM10
2023-02-28,7.04,66.37,8.9,1014.54,0.0,NNE,16.24,12.71,6.8,32.6,PM10
2023-03-01,7.68,68.83,12.61,1009.38,0.84,NNE,8.1,19.75,9.5,18.3533,PM10
2023-03-02,9.91,68.22,6.36,1009.81,0.0,NNE,11.94,10.99,4.42,26.6,PM10
2023-03-03,9.42,70.0,2.31,1009.85,0.0,NE,18.44,16.0,7.5,42.248000000000005,PM10
2023-03-04,8.34,70.1,2.77,1009.4,0.0,NE,34.85,25.78,14.62,46.456,PM25
2023-03-05,7.34,71.08,2.58,1005.72,0.0,NE,12.59,26.34,18.94,38.728,PM25
2023-03-06,9.4,85.11,1.17,1001.35,0.12,NE,10.72,21.94,15.72,25.624,PM25
2023-03-07,11.46,82.99,3.47,999.54,0.0,SSE,8.83,15.16,10.26,23.162899999999997,PM10
2023-03-08,12.05,85.82,3.28,1000.15,0.0,SSE,34.78,13.87,8.17,18.6706,PM10
2023-03-09,14.09,83.82,4.28,999.62,0.0,SSE,4.54,11.18,6.77,19.2885,PM10
2023-03-10,12.48,87.56,6.38,1004.43,2.03,ESE,6.52,11.55,7.46,24.1816,PM10
2023-03-11,12.19,72.39,9.7,1003.71,0.0,East,21.4,14.48,8.23,14.8797,PM10
2023-03-12,9.99,57.82,6.32,1007.33,0.0,NE,17.5,8.91,5.12,13.325,PM25
2023-03-13,10.58,81.66,5.0,1011.48,0.0,SE,8.77,7.77,5.33,17.9358,PM10
2023-03-14,12.9,91.83,16.36,999.45,2.12,SSE,3.28,10.74,6.65,17.167599999999997,PM10
2023-03-15,9.83,72.76,5.54,1003.37,6.14,NNE,11.18,10.28,6.59,12.0574,PM10
2023-03-16,7.82,55.07,3.71,1015.52,0.0,NNE,23.0,7.22,3.46,22.0607,PM10
2023-03-17,7.88,65.36,2.11,1016.21,0.0,NE,32.07,13.21,7.1,23.925,PM25
2023-03-18,8.2,73.59,1.74,1013.25,0.0,NE,27.34,13.73,9.57,22.799999999999997,PM25
2023-03-19,10.38,86.29,3.28,1014.41,0.0,NE,12.99,11.48,9.12,18.12,NO2
2023-03-20,10.47,94.79,1.75,1013.34,6.78,NE,36.24,7.5,6.06,36.712,PM25
2023-03-21,12.18,81.97,1.55,1010.5,0.0,NE,24.64,18.06,14.88,44.175999999999995,PM25
2023-03-22,14.01,71.77,1.72,1009.48,0.0,NE,31.28,23.79,17.99,63.775999999999996,PM25
2023-03-23,12.2,83.73,2.09,1009.66,0.0,NE,9.13,31.43,25.74,51.992,PM25
2023-03-24,13.26,85.58,2.38,1009.07,0.0,East,6.83,23.92,20.83,27.328000000000003,PM25
2023-03-25,14.01,80.32,2.96,1006.18,0.0,East,5.24,14.71,10.97,15.8316,PM10
2023-03-26,13.63,80.37,8.58,1002.19,0.07,SSE,4.85,9.48,5.46,15.497599999999998,PM10
2023-03-27,10.86,75.35,5.01,999.24,0.55,ENE,18.25,9.28,4.69,14.4789,PM10
2023-03-28,8.73,46.77,3.42,1016.34,0.0,NNW,26.23,8.67,2.9,15.8149,PM10
2023-03-29,10.57,66.94,3.1,1018.52,0.0,SE,9.07,9.47,4.93,16.866999999999997,PM10
2023-03-30,13.15,84.58,6.89,1016.12,0.0,SSE,5.78,10.1,5.86,20.524299999999997,PM10
2023-03-31,13.6,89.22,10.39,1006.55,0.0,SSE,3.39,12.29,7.07,36.76,PM25
2023-04-01,12.93,88.51,2.48,998.93,0.5,SE,10.76,21.5,14.9,67.832,PM25
2023-04-02,14.42,70.41,4.95,1002.93,0.0,NNE,13.36,32.72,27.43,20.4575,PM10
2023-04-03,10.63,56.42,12.31,1007.84,0.0,East,5.06,12.25,5.29,27.656,PM10
2023-04-04,7.19,43.38,10.33,1008.74,0.0,East,6.75,16.66,5.99,24.749399999999998,PM10
2023-04-05,6.87,43.95,7.42,1011.53,0.0,NNE,11.37,14.82,7.34,29.528,PM10
2023-04-06,7.52,51.95,6.43,1013.51,0.0,NW,27.46,17.83,10.06,40.488,PM10
2023-04-07,9.02,64.58,2.55,1011.35,0.0,NE,35.05,24.68,14.88,27.432,PM10
2023-04-08,11.3,70.74,4.49,1012.74,0.0,NNE,16.07,16.52,10.87,21.425,PM25
2023-04-09,11.11,59.3,8.43,1017.49,0.0,East,5.02,11.59,8.57,15.549999999999999,PM25
2023-04-10,10.17,62.68,4.97,1015.69,0.0,NNW,23.95,8.23,6.22,22.2945,PM10
2023-04-11,10.26,72.43,1.11,1010.45,0.0,NE,24.5,13.35,8.86,32.216,PM10
2023-04-12,12.66,64.98,3.58,1004.14,0.0,NE,4.18,19.51,9.96,37.576,PM10
2023-04-13,12.57,91.74,8.25,996.79,2.17,SSE,5.41,22.86,9.25,24.248399999999997,PM10
2023-04-14,10.74,83.05,4.2,996.77,1.71,East,6.28,14.52,5.36,9.552399999999999,PM10
2023-04-15,13.03,80.02,9.95,1000.61,0.07,SSE,2.71,5.72,2.83,8.800899999999999,PM10
2023-04-16,11.41,73.98,6.63,1005.26,0.19,NNW,7.67,5.27,2.78,14.7294,PM10
2023-04-17,14.49,60.73,8.62,1006.2,0.0,NNW,8.5,8.82,3.59,24.415399999999998,PM10
2023-04-18,15.02,63.99,6.7,1007.69,0.0,North,9.42,14.62,6.79,18.1028,PM10
2023-04-19,14.37,69.64,2.77,1008.23,0.0,NNE,34.49,10.84,4.83,21.7935,PM10
2023-04-20,13.59,80.44,4.56,1006.92,0.0,NE,8.09,13.05,7.66,22.85,NO2
2023-04-21,14.83,71.45,1.52,1007.58,0.0,NE,45.7,12.17,7.05,29.608,PM25
2023-04-22,14.65,73.96,1.21,1008.1,0.0,NE,43.87,17.61,11.92,28.984,PM25
2023-04-23,13.97,83.68,5.58,1006.72,0.09,SE,16.98,15.69,11.66,25.216,PM25
2023-04-24,14.52,89.64,6.06,1001.32,4.32,SSE,9.02,13.86,10.09,12.7755,PM10
2023-04-25,11.26,87.27,5.73,1002.85,4.17,NW,20.72,7.65,4.27,12.09,NO2
2023-04-26,12.71,69.97,3.41,1008.34,0.0,NE,24.18,6.22,3.19,19.445,NO2
2023-04-27,13.31,70.96,2.49,1012.03,0.0,NE,38.89,9.46,4.5,13.7775,PM10
2023-04-28,13.66,82.13,4.85,1012.52,0.0,SE,25.22,8.25,4.38,12.5083,PM10
2023-04-29,15.26,81.75,2.73,1008.59,0.0,NE,6.33,7.49,4.78,16.25,PM25
2023-04-30,17.12,72.16,4.48,1008.79,0.0,NNE,8.38,9.3,6.5,13.9278,PM10
